序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3154,002339,积成电子,7.05,-0.84,-0.06,72656.0,51364329.09,2.11,7.15,7.0,7.11,7.11,0.84,1.52,-14.48,2.03,3553850532.0,3375494908.0,0.14,0.14,-7.84,2.32
3155,600996,贵广网络,8.24,-0.84,-0.07,188361.0,157186194.0,5.05,8.62,8.2,8.3,8.31,1.7,1.51,-9.6,3.56,10273630797.0,10273630797.0,-0.12,0.0,-14.79,-3.63
3156,688468,科美诊断,7.09,-0.84,-0.06,39141.0,27859061.0,1.4,7.18,7.08,7.16,7.15,1.19,0.98,48.89,1.99,2843855720.0,2843855720.0,-0.14,-0.14,-11.82,3.5
3157,300503,昊志机电,21.32,-0.84,-0.18,68078.0,146116577.33,2.65,21.79,21.22,21.5,21.5,0.82,2.85,104.69,5.37,6525472864.0,5097341279.0,-0.05,0.0,-25.95,12.68
3158,605366,宏柏新材,5.87,-0.84,-0.05,79203.0,46636814.0,1.69,5.95,5.85,5.89,5.92,1.05,1.25,-165.83,1.89,3727425411.0,3711663551.0,0.17,0.0,-4.55,8.3
3159,600150,中国船舶,30.61,-0.84,-0.26,192631.0,591207651.0,1.26,30.91,30.52,30.86,30.87,0.72,0.43,30.37,2.63,136901044282.0,136901044282.0,0.07,0.03,-1.92,-14.88
3160,688579,山大地纬,9.44,-0.84,-0.08,25912.0,24583098.0,1.68,9.58,9.42,9.53,9.52,0.71,0.65,178.46,2.74,3776094400.0,3776094400.0,-0.11,0.0,-15.41,2.72
3161,600308,华泰股份,3.53,-0.84,-0.03,129695.0,45844426.0,1.69,3.57,3.51,3.56,3.56,0.82,0.86,22.37,0.58,5354551721.0,5354551721.0,0.0,-0.28,3.52,-3.02
3162,600278,东方创业,7.11,-0.84,-0.06,95144.0,68018610.0,1.81,7.22,7.09,7.15,7.17,0.51,1.09,28.03,0.83,6236491970.0,6199319610.0,0.0,0.14,5.18,1.72
3163,000917,电广传媒,7.06,-0.84,-0.06,134216.0,94991176.12,1.4,7.14,7.04,7.12,7.12,0.52,0.95,829.8,0.97,10007947746.0,10007263103.0,-0.14,-0.14,-7.71,-0.14
3164,301296,新巨丰,9.42,-0.84,-0.08,31931.0,30147444.0,2.63,9.58,9.33,9.5,9.5,0.65,1.18,75.36,1.5,3956400000.0,2559220447.0,0.0,0.0,-2.59,-7.19
3165,600760,中航沈飞,47.25,-0.84,-0.4,163510.0,779873891.0,2.12,48.18,47.17,47.51,47.65,0.56,0.59,75.6,7.75,130206801989.0,129851788075.0,0.0,-0.17,7.9,-6.1
3166,001208,华菱线缆,10.57,-0.84,-0.09,100610.0,106408154.65,2.44,10.7,10.44,10.6,10.66,0.94,3.73,43.91,3.48,5648861680.0,2854668936.0,0.0,0.0,-0.47,16.41
3167,688163,赛伦生物,17.81,-0.84,-0.15,5737.0,10256688.0,2.06,18.13,17.76,17.97,17.96,0.64,1.29,128.24,1.79,1927398200.0,790265320.0,-0.06,-0.11,-1.82,1.42
3168,002881,美格智能,43.43,-0.84,-0.37,38387.0,167409286.59,1.78,44.08,43.3,44.0,43.8,0.58,2.12,61.39,7.18,11370054085.0,7863425116.0,0.0,-0.02,-23.2,44.96
3169,000050,深天马Ａ,8.26,-0.84,-0.07,98768.0,81521506.38,2.16,8.38,8.2,8.3,8.33,1.16,0.4,52.64,0.74,20300995680.0,20300755933.0,0.12,0.24,-8.93,-8.53
3170,603135,中重科技,10.66,-0.84,-0.09,136212.0,145662161.0,5.67,11.11,10.5,10.9,10.75,0.64,5.39,122.27,2.23,6710875933.0,2693325283.0,0.0,-0.28,9.78,20.32
3171,002918,蒙娜丽莎,8.22,-0.84,-0.07,26006.0,21489743.15,1.45,8.33,8.21,8.3,8.29,0.69,1.18,-14.39,1.06,3412823437.0,1804026006.0,0.0,-0.12,-14.73,-22.16
3172,002879,长缆科技,15.3,-0.84,-0.13,28300.0,43375216.0,1.94,15.5,15.2,15.43,15.43,0.89,2.05,300.59,1.75,2954546892.0,2109625277.0,0.0,0.0,-10.42,3.1
3173,688358,祥生医疗,28.16,-0.85,-0.24,6312.0,17807130.0,1.9,28.57,28.03,28.44,28.4,0.68,0.56,18.97,2.16,3157426962.0,3157426962.0,-0.14,-0.07,-18.19,15.32
3174,000088,盐 田 港,4.66,-0.85,-0.04,171170.0,79795079.78,0.85,4.69,4.65,4.68,4.7,0.44,0.54,19.36,1.38,24229592392.0,14739088221.0,0.22,0.0,-0.85,-4.31
3175,000520,凤凰航运,4.69,-0.85,-0.04,360568.0,170865699.77,2.11,4.79,4.69,4.7,4.73,0.57,3.56,-473.89,10.4,4746671404.0,4746671404.0,0.0,0.0,-4.67,0.21
3176,688228,开普云,60.32,-0.85,-0.52,9175.0,55310015.0,2.38,61.25,59.8,60.51,60.84,0.64,1.36,1390.5,3.15,4072700237.0,4072700237.0,-0.05,0.03,-19.93,35.83
3177,002893,京能热力,10.52,-0.85,-0.09,36679.0,38617531.0,1.79,10.65,10.46,10.57,10.61,0.81,1.81,3.7,2.02,2773492800.0,2133231061.0,0.19,0.19,-4.62,4.26
3178,300437,清水源,8.2,-0.85,-0.07,66389.0,54805922.0,3.87,8.45,8.13,8.24,8.27,0.94,3.78,-100.01,1.45,2069867870.0,1441646895.0,-0.12,-0.12,-0.73,-8.69
3179,603893,瑞芯微,143.83,-0.85,-1.23,45623.0,658030381.0,2.08,145.83,142.82,144.87,145.06,0.59,1.09,71.91,16.02,60250919171.0,60226252326.0,0.0,-0.02,-15.34,30.98
3180,688698,伟创电气,45.74,-0.85,-0.39,20631.0,94837452.0,2.77,46.77,45.49,46.13,46.13,0.73,0.98,42.66,4.48,9668305033.0,9668305033.0,0.09,0.24,-35.09,3.95
3181,688517,金冠电气,13.93,-0.85,-0.12,10820.0,15168952.0,2.28,14.2,13.88,14.2,14.05,0.81,0.79,24.92,2.5,1903021653.0,1903021653.0,0.07,0.07,-1.14,2.73
3182,000423,东阿阿胶,54.9,-0.85,-0.47,57528.0,315598542.67,1.61,55.3,54.41,55.25,55.37,1.21,0.89,20.8,3.56,35354327638.0,35354327638.0,0.0,0.07,0.46,-12.47
3183,600834,申通地铁,8.12,-0.85,-0.07,21428.0,17484082.0,1.59,8.23,8.1,8.2,8.19,0.68,0.45,105.93,2.28,3876341069.0,3876341069.0,-0.12,-0.12,-2.17,0.25
3184,000972,*ST中基,3.49,-0.85,-0.03,62097.0,21649532.5,2.56,3.54,3.45,3.53,3.52,0.75,0.81,-92.75,-77.74,2691779691.0,2691779691.0,0.58,0.87,4.49,24.64
3185,300661,圣邦股份,89.97,-0.85,-0.77,64089.0,580181210.3,2.01,91.48,89.66,90.74,90.74,1.0,1.41,178.42,9.28,42653759979.0,40903062899.0,0.03,0.14,-4.97,10.01
3186,002390,信邦制药,3.49,-0.85,-0.03,160142.0,55904432.2,1.99,3.53,3.46,3.52,3.52,0.89,0.86,41.12,1.01,6784043019.0,6464544715.0,0.29,0.29,-16.31,-22.79
3187,002075,沙钢股份,5.82,-0.85,-0.05,365217.0,211969064.24,3.24,5.92,5.73,5.87,5.87,0.84,1.66,46.49,1.97,12768064090.0,12768043574.0,0.17,0.34,-5.06,-7.03
3188,300315,掌趣科技,4.61,-0.86,-0.04,345919.0,159961696.11,1.51,4.67,4.6,4.65,4.65,0.62,1.34,112.52,2.56,12539975623.0,11907742055.0,0.0,-0.22,-23.55,-16.18
3189,002979,雷赛智能,46.03,-0.86,-0.4,63638.0,294759488.0,3.27,47.28,45.76,46.46,46.43,0.75,2.92,63.42,9.77,14160708187.0,10018402112.0,0.0,0.07,-10.08,49.5
3190,600796,钱江生化,5.78,-0.86,-0.05,92834.0,54290173.0,3.6,5.97,5.76,5.85,5.83,1.76,3.0,41.05,1.51,5008865727.0,1788782198.0,-0.17,-0.17,-3.18,0.7
3191,603151,邦基科技,14.99,-0.86,-0.13,21934.0,32836408.0,2.38,15.21,14.85,15.19,15.12,0.82,2.71,22.48,1.98,2518320000.0,1211671680.0,-0.07,0.27,34.44,49.75
3192,603088,宁波精达,9.2,-0.86,-0.08,57317.0,52965410.0,2.37,9.38,9.16,9.3,9.28,0.6,1.32,29.72,4.98,4325195098.0,4007456410.0,-0.11,-0.11,-7.35,5.02
3193,300749,顶固集创,8.04,-0.86,-0.07,35953.0,28902421.64,1.97,8.15,7.99,8.1,8.11,0.54,2.28,80.7,3.08,1649561976.0,1265460624.0,0.12,0.12,17.2,30.73
3194,600795,国电电力,4.63,-0.86,-0.04,968150.0,448215478.0,1.5,4.68,4.61,4.67,4.67,0.82,0.54,11.4,1.43,82578916350.0,82578916350.0,0.0,0.22,9.2,1.09
3195,300101,振芯科技,17.35,-0.86,-0.15,88924.0,154889748.23,1.71,17.56,17.26,17.4,17.5,0.87,1.57,288.23,5.45,9853163895.0,9820853250.0,-0.06,-0.06,-7.76,-19.9
3196,301166,优宁维,28.77,-0.86,-0.25,10792.0,31075566.8,2.34,29.28,28.6,29.12,29.02,0.47,2.62,-100.4,1.23,2493400038.0,1187305332.0,-0.03,0.07,-2.21,2.2
3197,300711,广哈通信,20.73,-0.86,-0.18,22700.0,47304760.44,1.87,21.05,20.66,20.9,20.91,0.75,0.91,143.21,7.24,5165306662.0,5149887647.0,0.1,-0.05,-12.05,-9.67
3198,600903,贵州燃气,6.88,-0.86,-0.06,40537.0,27946381.0,1.59,6.96,6.85,6.93,6.94,0.57,0.35,27.66,2.6,7912057985.0,7912057985.0,0.15,0.0,4.56,-11.68
3199,000534,万泽股份,13.89,-0.86,-0.12,38514.0,53790906.62,1.86,14.1,13.84,14.01,14.01,0.7,0.77,24.08,4.69,7002008949.0,6908978938.0,-0.14,-0.14,-12.64,7.93
3200,300959,线上线下,39.2,-0.86,-0.34,6867.0,26977357.5,2.12,39.86,39.02,39.71,39.54,0.58,1.31,76.47,2.78,3150417760.0,2052324585.0,0.13,0.0,-11.31,-11.23
3201,600513,联环药业,9.27,-0.86,-0.08,50133.0,46630148.0,1.39,9.37,9.24,9.35,9.35,0.61,1.76,28.69,1.87,2646179623.0,2646179623.0,0.0,0.0,-5.41,-6.46
3202,003037,三和管桩,6.91,-0.86,-0.06,47769.0,33112240.0,1.58,7.0,6.89,7.0,6.97,0.64,0.81,29.91,1.48,4139606025.0,4091236025.0,0.14,0.14,10.03,-6.24
3203,600119,长江投资,8.09,-0.86,-0.07,74137.0,60652813.0,3.31,8.33,8.06,8.17,8.16,0.76,2.03,-113.91,21.52,2955037293.0,2955037293.0,0.0,-0.12,-3.23,-7.75
3204,001368,通达创智,21.84,-0.86,-0.19,13892.0,30314737.0,2.13,22.13,21.66,21.93,22.03,0.6,4.33,22.14,1.82,2493573264.0,700760402.0,-0.14,-0.14,3.46,16.73
3205,301373,凌玮科技,28.9,-0.86,-0.25,7659.0,22164439.0,2.47,29.37,28.65,29.14,29.15,1.0,1.99,24.94,1.99,3134843430.0,1111864585.0,0.35,0.42,4.48,13.87
3206,600056,中国医药,10.33,-0.86,-0.09,59957.0,62046977.0,0.96,10.42,10.32,10.39,10.42,0.54,0.4,23.22,1.29,15452437797.0,15446980768.0,0.0,-0.1,-3.73,-6.94
3207,300378,鼎捷数智,33.46,-0.86,-0.29,46016.0,155121788.74,2.79,34.25,33.31,33.89,33.75,0.58,1.71,-272.43,4.15,9080804092.0,9013474207.0,0.03,-0.09,-8.98,29.34
3208,300131,英唐智控,6.89,-0.86,-0.06,161773.0,111741907.0,2.45,7.01,6.84,6.97,6.95,0.84,1.55,112.28,4.42,7820284252.0,7181223185.0,0.0,0.0,-20.25,-15.04
3209,002890,弘宇股份,12.74,-0.86,-0.11,19130.0,24504895.92,2.18,12.96,12.68,12.86,12.85,0.91,1.18,104.18,3.61,2164209538.0,2057308861.0,0.16,0.24,18.95,29.21
3210,301332,德尔玛,10.37,-0.86,-0.09,28878.0,29996619.56,1.91,10.53,10.33,10.46,10.46,0.65,1.09,50.65,1.65,4786403125.0,2746987075.0,0.19,0.1,-8.39,3.49
3211,603615,茶花股份,20.42,-0.87,-0.18,17041.0,34897320.0,2.09,20.7,20.27,20.7,20.6,0.73,0.7,-835.82,4.34,4937964400.0,4937964400.0,0.0,0.0,-11.6,-10.75
3212,688601,力芯微,35.19,-0.87,-0.31,11174.0,39691539.0,2.25,35.96,35.16,35.5,35.5,0.81,0.84,117.93,3.69,4704646113.0,4704646113.0,0.0,0.0,-25.05,-15.06
3213,300292,吴通控股,4.56,-0.87,-0.04,178798.0,81709268.0,2.39,4.64,4.53,4.61,4.6,0.83,1.6,43.58,4.33,6118448281.0,5088708347.0,0.22,0.0,-17.54,-5.98
3214,601008,连云港,6.8,-0.87,-0.06,1606727.0,1091928007.0,7.73,7.04,6.51,6.67,6.86,0.81,12.95,92.53,2.09,8436338441.0,8436338441.0,0.0,0.44,86.81,80.37
3215,000810,创维数字,11.41,-0.87,-0.1,90077.0,103478372.51,2.95,11.69,11.35,11.52,11.51,0.77,0.81,611.25,2.05,13025605556.0,12670384827.0,0.0,0.0,-21.85,-27.97
3216,300962,中金辐照,15.89,-0.87,-0.14,23361.0,37181234.59,2.56,16.19,15.78,16.19,16.03,0.78,0.88,40.65,4.31,4194990143.0,4194990143.0,0.06,0.13,5.09,-5.02
3217,601900,南方传媒,16.01,-0.87,-0.14,50333.0,80883806.0,1.36,16.2,15.98,16.15,16.15,0.67,0.56,11.2,1.67,14342983822.0,14342983822.0,0.0,0.0,7.96,5.96
3218,000731,四川美丰,6.85,-0.87,-0.06,37638.0,25808377.35,1.59,6.93,6.82,6.91,6.91,0.62,0.67,-78.16,0.92,3827979547.0,3827979547.0,0.0,0.0,-3.52,-6.68
3219,000831,中国稀土,32.94,-0.87,-0.29,128065.0,422720281.07,1.29,33.27,32.84,33.1,33.23,0.46,1.21,120.34,7.41,34956613383.0,34956613383.0,0.0,0.0,11.32,17.43
3220,300410,正业科技,5.73,-0.87,-0.05,58545.0,33587232.43,2.94,5.84,5.67,5.8,5.78,0.82,1.6,55.31,9.26,2103567787.0,2102436289.0,0.17,0.17,-1.04,6.51
3221,688058,宝兰德,26.25,-0.87,-0.23,5548.0,14626381.0,2.76,26.86,26.13,26.41,26.48,0.61,0.71,-16.8,2.93,2040437096.0,2040437096.0,0.0,-0.08,-26.76,-4.55
3222,002065,东华软件,9.11,-0.87,-0.08,406100.0,372126072.26,1.85,9.27,9.1,9.21,9.19,0.74,1.4,132.16,2.42,29201944436.0,26491166222.0,-0.11,-0.11,-29.71,25.48
3223,301007,德迈仕,27.36,-0.87,-0.24,271682.0,751216456.93,7.21,28.6,26.61,27.72,27.6,1.1,17.76,96.46,6.37,4195382400.0,4185902160.0,0.04,-0.22,11.17,50.08
3224,001287,中电港,18.2,-0.87,-0.16,39557.0,72235702.48,1.8,18.49,18.16,18.4,18.36,0.67,0.9,40.89,2.65,13830181765.0,7960579864.0,0.0,0.0,-15.7,-10.39
3225,002039,黔源电力,15.95,-0.87,-0.14,41778.0,66829348.2,0.99,16.1,15.94,16.09,16.09,0.63,0.98,32.88,1.72,6819552110.0,6819552110.0,0.0,-0.06,9.1,4.52
3226,002064,华峰化学,6.83,-0.87,-0.06,113293.0,77488540.0,1.6,6.92,6.81,6.89,6.89,0.77,0.23,16.8,1.29,33894174817.0,33822095607.0,0.0,-0.15,-16.09,-14.94
3227,002694,顾地科技,4.54,-0.87,-0.04,41320.0,18831436.0,2.62,4.62,4.5,4.57,4.58,0.73,0.57,1049.81,8.47,3464404992.0,3263340764.0,-0.22,0.0,-4.02,-0.87
3228,301171,易点天下,24.7,-0.88,-0.22,66051.0,163669303.0,1.77,25.05,24.61,24.9,24.92,0.61,2.14,52.09,3.22,11655581854.0,7626743118.0,0.0,0.0,-17.0,-12.38
3229,000897,津滨发展,2.25,-0.88,-0.02,150124.0,33871177.25,1.76,2.28,2.24,2.27,2.27,0.6,0.93,67.23,1.13,3638862527.0,3638793677.0,0.0,0.0,-4.26,-5.06
3230,603819,神力股份,14.69,-0.88,-0.13,16411.0,24184663.0,2.16,14.93,14.61,14.76,14.82,0.36,0.75,1745.49,4.05,3198456447.0,3198456447.0,-0.07,-0.07,-2.07,19.24
3231,300677,英科医疗,22.4,-0.88,-0.2,46788.0,105140744.0,1.9,22.75,22.32,22.6,22.6,0.85,1.0,10.26,0.82,14474984586.0,10508348682.0,0.0,-0.09,-11.15,-11.39
3232,002221,东华能源,7.93,-0.88,-0.07,60462.0,48063406.0,1.5,8.03,7.91,8.0,8.0,0.66,0.41,59.42,1.12,12498693192.0,11584856606.0,0.13,0.13,-24.76,-16.44
3233,600933,爱柯迪,15.7,-0.88,-0.14,58189.0,92102220.0,2.27,16.03,15.67,15.85,15.84,0.58,0.6,15.03,1.84,15462256721.0,15344695121.0,-0.06,-0.06,-24.7,-3.68
3234,000610,西安旅游,12.32,-0.88,-0.11,33627.0,41564213.0,1.21,12.45,12.3,12.45,12.43,0.43,1.43,-22.56,14.27,2916734140.0,2901412902.0,0.0,0.08,-2.76,-9.81
3235,600302,标准股份,5.6,-0.88,-0.05,66697.0,37455514.0,2.48,5.7,5.56,5.69,5.65,0.9,1.93,-104.32,3.01,1937654902.0,1937654902.0,0.0,0.0,-15.02,16.42
3236,300806,斯迪克,15.7,-0.88,-0.14,42119.0,66295424.71,2.34,15.97,15.6,15.77,15.84,0.52,1.33,184.55,3.19,7116817897.0,4967804503.0,0.0,-0.06,-24.08,21.24
3237,001313,粤海饲料,7.89,-0.88,-0.07,38326.0,30411368.0,2.26,8.05,7.87,7.98,7.96,1.01,0.55,-55.97,2.16,5523000000.0,5516157011.0,0.0,0.0,-16.77,-9.73
3238,000503,国新健康,10.12,-0.88,-0.09,87838.0,89032023.0,1.76,10.26,10.08,10.2,10.21,0.65,0.92,-54.47,7.3,9930882824.0,9665300506.0,0.0,0.0,-14.38,-7.83
3239,603259,药明康德,61.65,-0.88,-0.55,158647.0,980667406.0,1.33,62.39,61.56,62.2,62.2,0.49,0.63,12.12,3.02,178044742680.0,154181498033.0,-0.08,0.0,0.87,14.78
3240,836395,朗鸿科技,14.65,-0.88,-0.13,7878.0,11638316.15,2.44,14.97,14.61,14.97,14.78,0.43,0.76,37.55,11.24,2235380564.0,1519762052.0,-0.61,0.07,-5.67,41.68
3241,688523,航天环宇,18.85,-0.89,-0.17,15893.0,30074952.0,1.52,19.09,18.8,18.83,19.02,0.81,1.68,192.83,4.67,7669688000.0,1784833192.0,-0.16,0.0,-3.28,-5.75
3242,000514,渝 开 发,4.45,-0.89,-0.04,137650.0,61287853.9,2.23,4.52,4.42,4.49,4.49,0.6,1.63,5.22,0.99,3754780794.0,3754780794.0,0.0,0.0,3.01,8.27
3243,600084,中信尼雅,5.56,-0.89,-0.05,50950.0,28460102.0,2.32,5.65,5.52,5.62,5.61,1.36,0.45,842.45,4.82,6247921175.0,6247921175.0,-0.18,0.0,-0.18,5.7
3244,688355,明志科技,16.64,-0.89,-0.15,7058.0,11812407.0,2.92,17.06,16.57,16.67,16.79,0.76,0.57,39.06,1.88,2062629038.0,2062629038.0,0.0,0.18,-17.38,-0.66
3245,688466,金科环境,16.79,-0.89,-0.15,6075.0,10265437.0,2.77,17.18,16.71,16.75,16.94,1.13,0.49,44.71,1.83,2067168430.0,2067168430.0,0.0,-0.12,2.0,27.78
3246,301227,森鹰窗业,17.78,-0.89,-0.16,11661.0,20766489.5,2.73,18.11,17.62,17.9,17.94,0.97,3.44,-53.07,1.02,1693198290.0,603362967.0,-0.5,0.0,5.02,9.75
3247,002285,世联行,2.23,-0.89,-0.02,213346.0,47906917.4,2.22,2.28,2.23,2.27,2.25,0.77,1.08,-104.27,1.57,4444008755.0,4406015214.0,0.0,0.0,-18.91,-13.9
3248,688486,龙迅股份,62.33,-0.89,-0.56,13939.0,86894840.0,2.7,63.47,61.77,62.88,62.89,1.1,1.89,72.53,5.94,8271473043.0,4597374348.0,-0.02,0.26,-33.59,4.77
3249,300707,威唐工业,13.31,-0.89,-0.12,41792.0,56169238.67,3.8,13.73,13.22,13.5,13.43,0.76,2.92,-64.25,2.13,2355899562.0,1907071241.0,0.08,0.0,-15.22,-13.4
3250,600512,腾达建设,2.22,-0.89,-0.02,138012.0,30683145.0,2.23,2.25,2.2,2.24,2.24,0.94,0.87,15.11,0.57,3549564287.0,3524039462.0,0.0,0.0,-5.13,-6.33
3251,688235,百济神州-U,221.31,-0.89,-1.99,18349.0,407578044.0,2.6,225.8,220.0,223.31,223.3,0.66,1.59,-900.66,13.51,340459518050.0,25462879591.0,-0.09,-0.07,-2.08,37.44
3252,300834,星辉环材,21.05,-0.89,-0.19,14627.0,30790325.58,1.6,21.27,20.93,21.16,21.24,0.95,2.12,55.47,1.37,4077645031.0,1450035776.0,0.05,0.24,5.14,6.53
3253,002799,环球印务,7.79,-0.89,-0.07,36271.0,28262011.04,2.29,7.91,7.73,7.85,7.86,0.88,1.13,-169.25,1.94,2493111600.0,2493078882.0,-0.38,0.0,-3.23,2.77
3254,603099,长白山,32.2,-0.89,-0.29,34943.0,112388757.0,1.48,32.48,32.0,32.32,32.49,0.75,1.31,488.47,7.37,8586774000.0,8586774000.0,0.06,0.06,2.48,-23.55
3255,001218,丽臣实业,17.68,-0.9,-0.16,12648.0,22366455.0,1.85,17.9,17.57,17.84,17.84,0.99,1.12,20.8,1.03,2301551637.0,1997822850.0,-0.11,0.0,6.89,2.61
3256,002016,世荣兆业,5.51,-0.9,-0.05,36640.0,20214141.0,1.44,5.57,5.49,5.57,5.56,0.65,0.45,183.13,0.93,4458116932.0,4458116932.0,0.18,0.18,-8.32,-10.84
3257,000990,诚志股份,7.67,-0.9,-0.07,84111.0,64821709.0,1.94,7.8,7.65,7.76,7.74,1.06,0.69,27.76,0.52,9320871893.0,9320864990.0,0.0,0.0,0.79,-1.03
3258,600103,青山纸业,2.21,-0.9,-0.02,314139.0,69529062.0,1.79,2.24,2.2,2.23,2.23,0.96,1.42,40.57,1.27,4979693654.0,4889247194.0,0.0,0.45,-2.21,-13.33
3259,600111,北方稀土,23.03,-0.9,-0.21,229645.0,530427658.0,1.08,23.26,23.01,23.24,23.24,0.8,0.64,48.33,3.64,83254966341.0,83254966341.0,-0.09,0.0,1.99,8.53
3260,002789,*ST建艺,8.8,-0.9,-0.08,62357.0,54646404.5,4.17,9.0,8.63,8.88,8.88,1.03,4.74,-11.17,-1.68,1404686923.0,1157022117.0,0.23,0.57,12.97,-3.83
3261,920098,科隆新材,30.71,-0.9,-0.28,7361.0,22756101.57,3.45,31.4,30.33,31.3,30.99,0.52,1.69,56.42,2.71,2497348532.0,1337043658.0,0.0,0.29,-2.72,3.19
3262,603225,新凤鸣,11.03,-0.9,-0.1,58208.0,64539237.0,1.44,11.19,11.03,11.15,11.13,1.02,0.39,13.72,0.97,16818151806.0,16674839016.0,-0.18,-0.18,-16.12,-0.9
3263,688178,万德斯,26.3,-0.9,-0.24,35489.0,95905193.0,6.33,27.88,26.2,27.0,26.54,1.51,4.18,-106.67,2.18,2239041716.0,2235443297.0,-0.04,-0.19,64.38,110.57
3264,600584,长电科技,32.06,-0.9,-0.29,112663.0,362349082.0,1.48,32.5,32.02,32.5,32.35,0.71,0.63,70.52,2.06,57368631114.0,57368631114.0,0.03,0.06,-18.01,-21.54
3265,300232,洲明科技,6.64,-0.9,-0.06,140792.0,93635179.46,2.39,6.76,6.6,6.72,6.7,0.44,1.59,33.19,1.59,7244951416.0,5884815556.0,0.3,0.15,-17.31,0.15
3266,600851,海欣股份,6.57,-0.9,-0.06,50986.0,33496955.0,1.66,6.63,6.52,6.59,6.63,0.63,0.69,60.03,1.86,7930362466.0,4850014143.0,0.0,-0.15,1.08,13.28
3267,600499,科达制造,9.93,-0.9,-0.09,75078.0,74517959.0,1.5,10.02,9.87,10.0,10.02,0.6,0.39,13.72,1.67,19044313963.0,19044313963.0,0.0,0.0,28.63,30.66
3268,300302,同有科技,14.17,-0.91,-0.13,71617.0,101990887.75,2.52,14.49,14.13,14.35,14.3,0.53,1.94,-64.51,6.54,6791168018.0,5227155642.0,0.0,0.07,-26.92,-10.09
3269,688258,卓易信息,42.41,-0.91,-0.39,19704.0,83664415.0,2.76,43.19,42.01,42.23,42.8,0.7,1.63,68.32,5.96,5137642271.0,5137642271.0,-0.26,-0.02,-1.78,22.57
3270,002185,华天科技,8.69,-0.91,-0.08,244056.0,212491793.82,1.94,8.83,8.66,8.78,8.77,0.97,0.76,-375.73,1.69,27846971591.0,27840498801.0,0.12,0.0,-24.1,-24.76
3271,600850,电科数字,22.86,-0.91,-0.21,38931.0,89469235.0,1.56,23.2,22.84,23.13,23.07,0.92,0.63,77.76,3.19,15684504044.0,14026747593.0,0.0,-0.04,-16.17,-4.35
3272,601298,青岛港,8.69,-0.91,-0.08,93897.0,81967354.0,1.25,8.79,8.68,8.71,8.77,0.7,0.17,10.05,1.28,56407659000.0,46857131750.0,0.12,0.0,0.58,-4.61
3273,300222,科大智能,9.79,-0.91,-0.09,89567.0,88344517.0,2.33,10.0,9.77,9.88,9.88,0.49,1.41,90.56,4.57,7619373281.0,6204936353.0,0.0,-0.2,-19.36,-1.81
3274,002982,湘佳股份,20.75,-0.91,-0.19,34368.0,71342126.8,2.29,21.08,20.6,20.95,20.94,0.64,3.7,21.8,1.88,3011624041.0,1924945255.0,0.1,0.1,16.38,17.56
3275,600527,江南高纤,2.17,-0.91,-0.02,533493.0,116362128.0,3.65,2.23,2.15,2.18,2.19,0.89,3.08,133.43,1.74,3757921157.0,3757921157.0,0.46,0.0,-3.98,-1.81
3276,000799,酒鬼酒,42.32,-0.91,-0.39,26278.0,111227467.5,1.59,42.83,42.15,42.8,42.71,0.98,0.81,108.4,3.44,13750994434.0,13749788314.0,0.0,0.02,-11.7,-23.91
3277,301446,福事特,21.78,-0.91,-0.2,6872.0,15057796.4,2.68,22.27,21.68,21.98,21.98,0.74,2.16,23.17,1.98,2265120000.0,691994160.0,-0.05,-0.32,1.63,-0.73
3278,600941,中国移动,114.85,-0.91,-1.05,56613.0,652462370.0,1.5,116.37,114.63,115.77,115.9,0.89,0.63,20.24,1.78,2479355088991.0,103682889525.0,-0.01,-0.06,7.34,-2.8
3279,301626,苏州天脉,69.39,-0.91,-0.64,8486.0,59176595.27,2.27,70.7,69.11,70.1,70.03,0.64,3.26,36.89,5.17,8027035200.0,1806082920.0,-0.22,-0.04,-26.97,-25.82
3280,688025,杰普特,49.08,-0.91,-0.45,8311.0,41000851.0,2.04,49.94,48.93,49.53,49.53,0.69,0.87,32.35,2.25,4665025681.0,4665025681.0,0.02,-0.02,-7.31,3.33
3281,300252,金信诺,9.77,-0.91,-0.09,134686.0,132427323.32,2.43,9.97,9.73,9.87,9.86,0.64,2.54,505.54,2.98,6469242958.0,5175928002.0,0.0,0.0,-11.9,-9.2
3282,300826,测绘股份,16.25,-0.91,-0.15,18905.0,30761374.69,2.62,16.57,16.14,16.4,16.4,0.74,1.17,140.03,2.02,2705708476.0,2615115198.0,0.0,0.12,-0.67,-11.11
3283,002054,德美化工,6.53,-0.91,-0.06,120343.0,78774089.0,3.79,6.7,6.45,6.6,6.59,1.46,3.13,24.82,1.28,3148213902.0,2509973119.0,0.0,0.15,5.66,13.76
3284,300261,雅本化学,7.63,-0.91,-0.07,1391177.0,1114259288.03,11.82,8.53,7.62,7.88,7.7,3.51,14.85,-144.05,3.69,7350051264.0,7149915647.0,-0.13,-0.26,13.04,11.39
3285,000709,河钢股份,2.18,-0.91,-0.02,512886.0,111985341.36,1.36,2.2,2.17,2.2,2.2,0.82,0.5,24.26,0.44,22534923981.0,22531199028.0,0.0,-0.46,-2.68,-1.36
